TransactionID,risk_score,risk_level,TransactionAmt,ProductCD,predicted_fraud,actual_isFraud,top_reason_1,top_reason_2,top_reason_3,recommended_action,analyst_note
3552887,0.8179919339738817,High,50.0,S,1,0,C1,D8,C14,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are C1, D8, C14. Recommended action: Review immediately."
3532345,0.8173842680202497,High,29.879,C,1,0,D2,C11,C13,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are D2, C11, C13. Recommended action: Review immediately."
3492045,0.817138727385616,High,54.0,W,1,0,D2,V13,D3,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are D2, V13, D3. Recommended action: Review immediately."
3540033,0.8163062306486042,High,59.0,W,1,0,C13,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are C13, D3, card6. Recommended action: Review immediately."
3534414,0.8160274569246303,High,10.021,C,1,0,D2,C1,C14,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are D2, C1, C14. Recommended action: Review immediately."
3534409,0.8160274569246303,High,10.021,C,1,0,D2,C1,C14,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are D2, C1, C14. Recommended action: Review immediately."
3555293,0.8157842596901232,High,21.702,C,1,0,C14,C1,D13,Review immediately,"This transaction received a fraud risk score of 0.82. The main risk drivers are C14, C1, D13. Recommended action: Review immediately."
3501861,0.8131172405167341,High,8.485,C,1,0,D8,TransactionAmt,R_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D8, TransactionAmt, R_emaildomain. Recommended action: Review immediately."
3539828,0.8123022515714834,High,10.0,S,1,1,D8,D2,C8,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D8, D2, C8. Recommended action: Review immediately."
3459499,0.8122463250856232,High,147.552,C,1,1,D2,C1,C8,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, C1, C8. Recommended action: Review immediately."
3563909,0.8109886636040332,High,50.0,S,1,0,D8,C2,C8,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D8, C2, C8. Recommended action: Review immediately."
3524114,0.8107639902133568,High,225.0,R,1,0,C1,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C1, C13, TransactionAmt. Recommended action: Review immediately."
3552602,0.8106586353738233,High,117.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3557947,0.8106586353738233,High,117.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3518497,0.8103991483131724,High,200.0,R,1,0,C1,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C1, C13, TransactionAmt. Recommended action: Review immediately."
3524499,0.8096023612301642,High,38.118,C,1,1,D8,R_emaildomain,V45,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D8, R_emaildomain, V45. Recommended action: Review immediately."
3524973,0.8093297291878101,High,86.0,H,1,0,C14,C13,D8,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, D8. Recommended action: Review immediately."
3569905,0.8092530029508249,High,92.835,C,1,0,D2,C13,R_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, C13, R_emaildomain. Recommended action: Review immediately."
3566570,0.8091024848676541,High,445.0,W,1,0,D2,TransactionAmt,card6,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, TransactionAmt, card6. Recommended action: Review immediately."
3473338,0.8089565572843146,High,76.358,C,1,0,card1,C13,D3,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are card1, C13, D3. Recommended action: Review immediately."
3509195,0.80862036743954,High,77.0,W,1,0,D2,D3,C9,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D3, C9. Recommended action: Review immediately."
3553986,0.8082616823135407,High,14.386,C,1,1,C14,C13,V49,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, V49. Recommended action: Review immediately."
3504934,0.8081373647159817,High,200.0,H,1,0,C14,TransactionAmt,C13,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, TransactionAmt, C13. Recommended action: Review immediately."
3525637,0.8077333750940244,High,150.0,H,1,0,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3563286,0.8073877215093082,High,107.0,W,1,1,D2,D3,card1,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D3, card1. Recommended action: Review immediately."
3556080,0.8073289822687039,High,100.0,H,1,0,C14,C13,email_domain_match,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, email_domain_match. Recommended action: Review immediately."
3470453,0.8071008933058913,High,59.0,W,1,0,C1,card1,dist1,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C1, card1, dist1. Recommended action: Review immediately."
3564401,0.8069517221354532,High,108.5,W,1,0,D2,D3,V49,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D3, V49. Recommended action: Review immediately."
3518681,0.8069021319468748,High,44.266,C,1,0,C14,C13,C5,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, C5. Recommended action: Review immediately."
3561223,0.806564015248095,High,19.797,C,1,1,C14,card1,C13,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, card1, C13. Recommended action: Review immediately."
3568470,0.806564015248095,High,12.542,C,1,0,C14,card1,C13,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, card1, C13. Recommended action: Review immediately."
3535564,0.8056987247734156,High,21.887,C,1,1,C14,C13,R_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are C14, C13, R_emaildomain. Recommended action: Review immediately."
3520054,0.8051109666696407,High,200.0,S,1,0,D2,D8,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.81. The main risk drivers are D2, D8, TransactionAmt. Recommended action: Review immediately."
3499602,0.8046399973141891,High,400.0,R,1,1,C14,TransactionAmt,ProductCD,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, TransactionAmt, ProductCD. Recommended action: Review immediately."
3502036,0.8042652966644186,High,600.0,R,1,0,C1,TransactionAmt,ProductCD,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C1, TransactionAmt, ProductCD. Recommended action: Review immediately."
3510968,0.8041563415583848,High,0.878,C,1,0,C14,TransactionAmt,C13,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, TransactionAmt, C13. Recommended action: Review immediately."
3558246,0.8038229706293342,High,146.0,W,1,0,D2,V13,D3,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, V13, D3. Recommended action: Review immediately."
3523116,0.8035066935344463,High,117.0,W,1,0,D3,D2,V49,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D3, D2, V49. Recommended action: Review immediately."
3478908,0.8032964330148635,High,0.878,C,1,0,C14,TransactionAmt,C13,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, TransactionAmt, C13. Recommended action: Review immediately."
3554468,0.8026950507832393,High,31.97,C,1,0,C14,C13,D3,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, C13, D3. Recommended action: Review immediately."
3553063,0.8023570475307509,High,117.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3486882,0.8022841722166366,High,42.298,C,1,0,C14,card1,C1,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, card1, C1. Recommended action: Review immediately."
3463856,0.8016863644495784,High,171.0,W,1,1,D2,M5,D3,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, M5, D3. Recommended action: Review immediately."
3547026,0.8015778240381634,High,89.453,C,1,0,D2,C13,C11,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, C13, C11. Recommended action: Review immediately."
3477159,0.8015431721880963,High,59.0,W,1,0,C1,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C1, D3, card6. Recommended action: Review immediately."
3546939,0.8009923940057201,High,171.0,W,1,0,D2,D3,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, TransactionAmt. Recommended action: Review immediately."
3556870,0.8009243821471014,High,117.0,W,1,0,V45,C1,M5,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are V45, C1, M5. Recommended action: Review immediately."
3523928,0.8005771027313903,High,117.0,W,1,0,D2,D3,TransactionDT,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, TransactionDT. Recommended action: Review immediately."
3517986,0.80008531776413,High,117.0,W,1,0,D2,D3,M5,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, M5. Recommended action: Review immediately."
3483948,0.7996944694248693,High,335.0,W,1,0,D2,D3,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, TransactionAmt. Recommended action: Review immediately."
3486890,0.7989571136377771,High,42.298,C,1,0,C14,card1,C1,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, card1, C1. Recommended action: Review immediately."
3494453,0.7983100147136118,High,43.774,C,1,0,C14,C13,C5,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, C13, C5. Recommended action: Review immediately."
3510203,0.7981134122109965,High,117.0,W,1,0,C1,D3,C5,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C1, D3, C5. Recommended action: Review immediately."
3573302,0.7979007868867203,High,24.838,C,1,0,C14,D8,C13,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, D8, C13. Recommended action: Review immediately."
3529686,0.7975698443259217,High,30.0,H,1,0,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3522649,0.7974887265815356,High,92.0,W,1,0,D3,D2,V49,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D3, D2, V49. Recommended action: Review immediately."
3533850,0.7971125008503978,High,150.0,R,1,0,C14,ProductCD,D8,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, ProductCD, D8. Recommended action: Review immediately."
3478096,0.7968708683805893,High,115.091,C,1,0,C14,V31,C13,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C14, V31, C13. Recommended action: Review immediately."
3536525,0.7955618523092531,High,100.0,S,1,0,C1,C14,D8,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are C1, C14, D8. Recommended action: Review immediately."
3562548,0.7950184674078593,High,97.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.80. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3528466,0.7949715279294823,High,123.821,C,1,0,C13,D2,card1,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C13, D2, card1. Recommended action: Review immediately."
3480590,0.7940135004420799,High,17.399,C,1,0,C14,C13,card6,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, C13, card6. Recommended action: Review immediately."
3484680,0.7935087602161384,High,78.5,W,1,0,C1,D3,M5,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C1, D3, M5. Recommended action: Review immediately."
3556546,0.7933043332174485,High,100.0,H,1,0,C14,D8,transaction_day,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, D8, transaction_day. Recommended action: Review immediately."
3566341,0.793013317038122,High,150.0,H,1,0,C14,D8,C13,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, D8, C13. Recommended action: Review immediately."
3516686,0.7914371015588044,High,422.5,W,1,0,TransactionAmt,card6,V5,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are TransactionAmt, card6, V5. Recommended action: Review immediately."
3494458,0.7909821432590108,High,43.774,C,1,0,C14,C13,V49,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, C13, V49. Recommended action: Review immediately."
3508371,0.7907989780148573,High,59.0,W,1,1,D3,D2,card6,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D3, D2, card6. Recommended action: Review immediately."
3473073,0.7907609274189713,High,554.0,W,1,0,D2,TransactionAmt,D3,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, TransactionAmt, D3. Recommended action: Review immediately."
3490729,0.7907479137821081,High,68.52,C,1,0,C14,C13,V49,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, C13, V49. Recommended action: Review immediately."
3576031,0.7906170210120405,High,92.0,W,1,1,D3,D2,dist1,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D3, D2, dist1. Recommended action: Review immediately."
3461722,0.7904259204106323,High,300.0,H,1,0,C14,TransactionAmt,P_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, TransactionAmt, P_emaildomain. Recommended action: Review immediately."
3553977,0.7904106418323383,High,14.386,C,1,1,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3576570,0.7899931485720525,High,108.5,W,1,0,D2,card1,C5,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, card1, C5. Recommended action: Review immediately."
3490106,0.7896400419402753,High,300.0,H,1,0,C14,TransactionAmt,C13,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, TransactionAmt, C13. Recommended action: Review immediately."
3471536,0.7896316331820576,High,554.0,W,1,0,D2,TransactionAmt,D3,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, TransactionAmt, D3. Recommended action: Review immediately."
3529127,0.7883408205470603,High,335.0,W,1,0,TransactionAmt,C1,card6,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are TransactionAmt, C1, card6. Recommended action: Review immediately."
3557991,0.7881672614855326,High,46.848,C,1,0,D2,card1,D8,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, card1, D8. Recommended action: Review immediately."
3524742,0.7881098217806226,High,50.0,H,1,0,C14,D8,C13,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C14, D8, C13. Recommended action: Review immediately."
3529275,0.788090182479716,High,35.966,C,1,1,D8,C1,C2,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D8, C1, C2. Recommended action: Review immediately."
3495805,0.7872338640546179,High,527.0,W,1,0,D2,P_emaildomain,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, P_emaildomain, TransactionAmt. Recommended action: Review immediately."
3575985,0.787146075708406,High,117.0,W,1,1,D3,D2,dist1,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D3, D2, dist1. Recommended action: Review immediately."
3472722,0.7871146237191659,High,8.009,C,1,0,C1,C14,V49,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C1, C14, V49. Recommended action: Review immediately."
3521512,0.786919547527967,High,63.94,C,1,0,C13,D3,R_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C13, D3, R_emaildomain. Recommended action: Review immediately."
3556733,0.7866770865264284,High,226.0,W,1,0,D2,D3,C6,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, D3, C6. Recommended action: Review immediately."
3472139,0.786490334547385,High,12.849,C,1,0,C1,D13,R_emaildomain,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are C1, D13, R_emaildomain. Recommended action: Review immediately."
3460234,0.7862937678257097,High,97.0,W,1,1,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3493629,0.7850168569272117,High,77.0,W,1,0,D2,D3,card2,Review immediately,"This transaction received a fraud risk score of 0.79. The main risk drivers are D2, D3, card2. Recommended action: Review immediately."
3496157,0.784977181478282,High,75.0,H,1,0,C14,C13,card1,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, card1. Recommended action: Review immediately."
3502842,0.7846269107726788,High,59.0,W,1,0,D2,V13,D3,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, V13, D3. Recommended action: Review immediately."
3501268,0.7841316149960823,High,335.0,W,1,0,D2,V13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, V13, TransactionAmt. Recommended action: Review immediately."
3564138,0.7840500934530152,High,117.0,W,1,1,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3475355,0.7840402279386561,High,117.0,W,1,0,D2,V35,D3,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, V35, D3. Recommended action: Review immediately."
3534808,0.7836998038409134,High,150.0,R,1,0,C14,ProductCD,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, ProductCD, C13. Recommended action: Review immediately."
3534809,0.7836998038409134,High,150.0,R,1,0,C14,ProductCD,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, ProductCD, C13. Recommended action: Review immediately."
3547334,0.7834777371868116,High,390.0,W,1,0,D2,D3,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, TransactionAmt. Recommended action: Review immediately."
3501999,0.7832860537140603,High,59.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3520549,0.7832409911879697,High,59.0,W,1,0,D2,V13,card1,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, V13, card1. Recommended action: Review immediately."
3470688,0.7830187686477834,High,117.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3488965,0.782610856570502,High,70.825,C,1,0,C14,C13,C5,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, C5. Recommended action: Review immediately."
3487418,0.7826103998325101,High,26.805,C,1,0,D8,card1,C11,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D8, card1, C11. Recommended action: Review immediately."
3461778,0.7820695074721833,High,59.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3545899,0.781767114061412,High,6.517,C,1,0,D2,TransactionAmt,D3,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, TransactionAmt, D3. Recommended action: Review immediately."
3467060,0.7816748381529013,High,200.0,R,1,1,C14,ProductCD,D8,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, ProductCD, D8. Recommended action: Review immediately."
3570281,0.7815406967468834,High,255.0,W,1,0,D2,TransactionAmt,D3,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, TransactionAmt, D3. Recommended action: Review immediately."
3521781,0.7813570061879932,High,75.0,H,1,0,C14,C13,email_domain_match,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, email_domain_match. Recommended action: Review immediately."
3485579,0.7812914270471091,High,994.0,W,1,0,D2,TransactionAmt,TransactionDT,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, TransactionAmt, TransactionDT. Recommended action: Review immediately."
3497488,0.7810211675707521,High,87.0,W,1,0,D2,D3,card1,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card1. Recommended action: Review immediately."
3474269,0.7805401616717739,High,75.0,H,1,0,C14,D8,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, D8, C13. Recommended action: Review immediately."
3530242,0.7805029637835794,High,107.0,W,1,1,D2,D3,card1,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card1. Recommended action: Review immediately."
3479728,0.7799826691739677,High,994.0,W,1,0,TransactionAmt,C1,D2,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are TransactionAmt, C1, D2. Recommended action: Review immediately."
3551736,0.779942654956471,High,25.0,H,1,0,C1,D8,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C1, D8, TransactionAmt. Recommended action: Review immediately."
3553367,0.7795018643392382,High,47.463,C,1,0,D2,C13,V38,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, C13, V38. Recommended action: Review immediately."
3481492,0.7793457144350607,High,97.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3504135,0.7785388652953547,High,77.0,W,1,0,D2,D3,C11,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, C11. Recommended action: Review immediately."
3508938,0.7781912721970226,High,25.822,C,1,0,C14,R_emaildomain,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, R_emaildomain, C13. Recommended action: Review immediately."
3571177,0.777491307248263,High,193.0,W,1,0,D2,D3,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, TransactionAmt. Recommended action: Review immediately."
3477142,0.7774395746056135,High,171.0,W,1,0,D2,TransactionAmt,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, TransactionAmt, C13. Recommended action: Review immediately."
3577187,0.7771108350807973,High,150.0,R,1,0,C14,ProductCD,C13,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, ProductCD, C13. Recommended action: Review immediately."
3564103,0.7770837670889164,High,226.0,W,1,0,D2,TransactionAmt,D3,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, TransactionAmt, D3. Recommended action: Review immediately."
3576033,0.7769122426650821,High,8.485,C,1,0,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3544302,0.7768776400852708,High,50.0,H,1,0,C14,D8,transaction_day,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, D8, transaction_day. Recommended action: Review immediately."
3528201,0.7765350864878723,High,18.014,C,1,0,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3463440,0.7763925089570154,High,219.484,C,1,0,C14,C13,C5,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C14, C13, C5. Recommended action: Review immediately."
3567112,0.7757908401160768,High,49.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3517756,0.7756085656875433,High,182.0,W,1,0,D2,D3,M5,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, M5. Recommended action: Review immediately."
3536405,0.7751359693911427,High,20.0,S,1,0,C1,C8,C11,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are C1, C8, C11. Recommended action: Review immediately."
3512263,0.775127639309357,High,115.0,W,1,0,D2,D3,card6,Review immediately,"This transaction received a fraud risk score of 0.78. The main risk drivers are D2, D3, card6. Recommended action: Review immediately."
3557529,0.7748589536316475,High,24.285,C,1,0,C14,C13,C5,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C14, C13, C5. Recommended action: Review immediately."
3465621,0.7745887736918783,High,171.0,W,1,1,D2,M5,D3,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D2, M5, D3. Recommended action: Review immediately."
3575415,0.7745478761010403,High,89.0,W,1,1,C1,D3,dist1,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C1, D3, dist1. Recommended action: Review immediately."
3538202,0.7742874019402246,High,26.191,C,1,0,D2,C13,D14,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D2, C13, D14. Recommended action: Review immediately."
3561280,0.7737785402576153,High,994.0,W,1,1,P_emaildomain,TransactionAmt,C1,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are P_emaildomain, TransactionAmt, C1. Recommended action: Review immediately."
3569513,0.7736967222620398,High,101.626,C,1,1,C1,P_emaildomain,C13,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C1, P_emaildomain, C13. Recommended action: Review immediately."
3472293,0.7736602594674167,High,59.0,W,1,1,D2,D3,V45,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D2, D3, V45. Recommended action: Review immediately."
3485362,0.7731491547404012,High,79.0,W,1,0,C1,D3,C14,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C1, D3, C14. Recommended action: Review immediately."
3459832,0.7725922699606462,High,77.0,W,1,1,D3,D2,TransactionDT,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D3, D2, TransactionDT. Recommended action: Review immediately."
3548635,0.7723025613030017,High,118.287,C,1,1,card2,R_emaildomain,card6,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are card2, R_emaildomain, card6. Recommended action: Review immediately."
3521302,0.7719582463755288,High,200.0,R,1,1,C14,ProductCD,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C14, ProductCD, TransactionAmt. Recommended action: Review immediately."
3536446,0.7712928958648473,High,39.0,W,1,0,D2,D3,card1,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D2, D3, card1. Recommended action: Review immediately."
3532294,0.7711233671262814,High,554.0,W,1,0,TransactionAmt,V49,card2,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are TransactionAmt, V49, card2. Recommended action: Review immediately."
3536095,0.7705209042032153,High,200.0,R,1,0,C14,ProductCD,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C14, ProductCD, TransactionAmt. Recommended action: Review immediately."
3479221,0.7701087595254008,High,226.0,W,1,0,V45,C1,C2,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are V45, C1, C2. Recommended action: Review immediately."
3476737,0.7699357284230992,High,92.0,W,1,0,D3,V13,dist1,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D3, V13, dist1. Recommended action: Review immediately."
3511405,0.7696169448740551,High,50.0,H,1,0,C14,C13,transaction_day,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C14, C13, transaction_day. Recommended action: Review immediately."
3477364,0.7696113257419169,High,8.255,C,1,0,C14,C13,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C14, C13, TransactionAmt. Recommended action: Review immediately."
3546316,0.7695858255424751,High,77.0,W,1,0,D2,D3,TransactionDT,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D2, D3, TransactionDT. Recommended action: Review immediately."
3491641,0.7694402481997258,High,25.0,S,1,1,C1,C8,TransactionAmt,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are C1, C8, TransactionAmt. Recommended action: Review immediately."
3556767,0.7692499377010121,High,92.0,W,1,1,D3,dist1,C9,Review immediately,"This transaction received a fraud risk score of 0.77. The main risk drivers are D3, dist1, C9. Recommended action: Review immediately."
